neighborhood,address,units,stories,construction,apn,block,lot,last_permit,streetview,recorder_lookup
Mission,1048 Potrero Av,4,2,wood frame (5),4153006,4153,006,2024-06-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.755336253,-122.4069033",https://sfassessor.org/ (search APN 4153006)
Mission,1049 Capp St,4,2,wood frame (5),6527021A,6527,021A,2007-01-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74986853,-122.416813431",https://sfassessor.org/ (search APN 6527021A)
Mission,1049 Dolores St,4,2,wood frame (5),3648037,3648,037,2008-05-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752655281,-122.424974549",https://sfassessor.org/ (search APN 3648037)
Mission,1049 Dolores St,4,3,wood frame (5),3648054,3648,054,2022-01-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752655281,-122.424974549",https://sfassessor.org/ (search APN 3648054)
Mission,1049 Dolores St,4,3,wood frame (5),3648055,3648,055,2022-01-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752655281,-122.424974549",https://sfassessor.org/ (search APN 3648055)
Mission,1049 Dolores St,4,3,wood frame (5),3648056,3648,056,2022-01-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752655281,-122.424974549",https://sfassessor.org/ (search APN 3648056)
Mission,1049 Dolores St,4,3,wood frame (5),3648057,3648,057,2022-01-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752655281,-122.424974549",https://sfassessor.org/ (search APN 3648057)
Mission,1049 Treat Av,4,3,wood frame (5),3640072,3640,072,2016-03-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753367442,-122.412748111",https://sfassessor.org/ (search APN 3640072)
Mission,1049 Treat Av,4,3,wood frame (5),3640053,3640,053,2025-05-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753367442,-122.412748111",https://sfassessor.org/ (search APN 3640053)
Mission,105 Lexington St,4,2,wood frame (5),3589103,3589,103,2014-12-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.761636199,-122.420688492",https://sfassessor.org/ (search APN 3589103)
Mission,105 Liberty St,4,4,wood frame (5),3607081,3607,081,1993-09-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.757293437,-122.423895691",https://sfassessor.org/ (search APN 3607081)
Mission,1051 Treat Av,4,3,wood frame (5),3640073,3640,073,2010-04-20T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753367442,-122.412748111",https://sfassessor.org/ (search APN 3640073)
Mission,1052 Potrero Av,4,2,wood frame (5),4153007,4153,007,2012-04-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.755267787,-122.406896823",https://sfassessor.org/ (search APN 4153007)
Mission,1053 Treat Av,4,3,wood frame (5),3640074,3640,074,2015-06-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753367442,-122.412748111",https://sfassessor.org/ (search APN 3640074)
Mission,1053 Treat Av,4,3,wood frame (5),3640075,3640,075,2025-05-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753367442,-122.412748111",https://sfassessor.org/ (search APN 3640075)
Mission,1059 Alabama St,4,2,wood frame (5),4149040,4149,040,2008-09-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754924968,-122.410902627",https://sfassessor.org/ (search APN 4149040)
Mission,1061 Alabama St,4,2,wood frame (5),4149038,4149,038,2022-06-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754924968,-122.410902627",https://sfassessor.org/ (search APN 4149038)
Mission,1063 Alabama St,4,2,wood frame (5),4149041,4149,041,2018-10-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754924968,-122.410902627",https://sfassessor.org/ (search APN 4149041)
Mission,1063 Alabama St,4,2,wood frame (5),4149039,4149,039,2008-09-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754924968,-122.410902627",https://sfassessor.org/ (search APN 4149039)
Mission,1063 Capp St,4,2,wood frame (5),6527020,6527,020,2005-02-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7497008,-122.416797383",https://sfassessor.org/ (search APN 6527020)
Mission,1068 Potrero Av,4,2,wood frame (5),4153010,4153,010,2026-02-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75506239,-122.406877389",https://sfassessor.org/ (search APN 4153010)
Mission,1068 South Van Ness Av,4,2,wood frame (5),3615007,3615,007,1994-12-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.756017903,-122.416965242",https://sfassessor.org/ (search APN 3615007)
Mission,107 Dolores St,4,4,wood frame (5),3545054,3545,054,2017-08-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767701139,-122.42628833",https://sfassessor.org/ (search APN 3545054)
Mission,1070 Capp St,4,5,wood frame (5),6528012,6528,012,2004-08-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7496587,-122.417400004",https://sfassessor.org/ (search APN 6528012)
Mission,1070 Capp St,4,5,wood frame (5),6528056,6528,056,2020-06-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7496587,-122.417400004",https://sfassessor.org/ (search APN 6528056)
Mission,1070 Capp St,4,5,wood frame (5),6528057,6528,057,2020-06-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7496587,-122.417400004",https://sfassessor.org/ (search APN 6528057)
Mission,1070 Capp St,4,5,wood frame (5),6528058,6528,058,2020-06-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7496587,-122.417400004",https://sfassessor.org/ (search APN 6528058)
Mission,1070 Capp St,4,5,wood frame (5),6528059,6528,059,2020-06-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7496587,-122.417400004",https://sfassessor.org/ (search APN 6528059)
Mission,1071 Natoma St,4,3,wood frame (5),3511049,3511,049,2015-06-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.772595123,-122.416897622",https://sfassessor.org/ (search APN 3511049)
Mission,1073 Hampshire St,4,2,wood frame (5),4153022,4153,022,2025-12-05T11:22:26.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754973337,-122.407215266",https://sfassessor.org/ (search APN 4153022)
Mission,1077 Dolores St,4,3,wood frame (5),3648022,3648,022,2020-11-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7522275,-122.424779037",https://sfassessor.org/ (search APN 3648022)
Mission,1082 Potrero Av,4,2,wood frame (5),4153013,4153,013,2019-10-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754856992,-122.406857956",https://sfassessor.org/ (search APN 4153013)
Mission,1084 Shotwell St,4,3,wood frame (5),6519014,6519,014,2025-02-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751145183,-122.415361639",https://sfassessor.org/ (search APN 6519014)
Mission,1085 Capp St,4,4,wood frame (5),6527039,6527,039,2022-05-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749427639,-122.416771245",https://sfassessor.org/ (search APN 6527039)
Mission,109 Lexington St,4,2,wood frame (5),3589161,3589,161,2020-09-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.761643621,-122.420685809",https://sfassessor.org/ (search APN 3589161)
Mission,1090 Hampshire St,4,3,wood frame (5),4152018,4152,018,2026-01-07T15:13:47.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754680842,-122.407616588",https://sfassessor.org/ (search APN 4152018)
Mission,1095 Capp St,4,2,wood frame (5),6527017,6527,017,1986-01-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749291427,-122.416905195",https://sfassessor.org/ (search APN 6527017)
Mission,1106 Shotwell St,4,2,wood frame (5),6526001B,6526,001B,2014-04-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750616746,-122.415141822",https://sfassessor.org/ (search APN 6526001B)
Mission,1106 Shotwell St,4,2,wood frame (5),6526036,6526,036,2020-08-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750616746,-122.415141822",https://sfassessor.org/ (search APN 6526036)
Mission,1106 Valencia St,4,3,wood frame (5),3635002,3635,002,2023-11-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.755076195,-122.421111448",https://sfassessor.org/ (search APN 3635002)
Mission,1108 Shotwell St,4,2,wood frame (5),6526038,6526,038,2016-08-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750610383,-122.415141821",https://sfassessor.org/ (search APN 6526038)
Mission,1116 South Van Ness Av,4,2,wood frame (5),3637004,3637,004,1992-12-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.755198093,-122.41688679",https://sfassessor.org/ (search APN 3637004)
Mission,1118 Hampshire St,4,3,wood frame (5),4210042,4210,042,2022-06-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754094959,-122.40756988",https://sfassessor.org/ (search APN 4210042)
Mission,1118 Hampshire St,4,3,wood frame (5),4210002,4210,002,2013-10-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754094959,-122.40756988",https://sfassessor.org/ (search APN 4210002)
Mission,1119 Dolores St,4,2,wood frame (5),6511031A,6511,031A,2026-05-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751465014,-122.424672512",https://sfassessor.org/ (search APN 6511031A)
Mission,1120 Hampshire St,4,2,wood frame (5),4210043,4210,043,2017-05-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75409814,-122.40755781",https://sfassessor.org/ (search APN 4210043)
Mission,1120 Shotwell St,4,3,wood frame (5),6526002,6526,002,2023-05-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75047251,-122.415290734",https://sfassessor.org/ (search APN 6526002)
Mission,1124 Hampshire St,4,3,wood frame (5),4210045,4210,045,2014-06-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75409602,-122.407559152",https://sfassessor.org/ (search APN 4210045)
Mission,1125 Dolores St,4,2,wood frame (5),6511031,6511,031,2024-07-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751396554,-122.424665953",https://sfassessor.org/ (search APN 6511031)
Mission,1126 Florida St,4,3,wood frame (5),4207003,4207,003,2009-02-20T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753843793,-122.410449036",https://sfassessor.org/ (search APN 4207003)
Mission,1126 South Van Ness Av,4,3,wood frame (5),3637006,3637,006,2021-07-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.755055635,-122.416873157",https://sfassessor.org/ (search APN 3637006)
Mission,1133 Shotwell St,4,2,wood frame (5),6525029,6525,029,2005-05-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750288534,-122.414659135",https://sfassessor.org/ (search APN 6525029)
Mission,1136 Guerrero St,4,3,wood frame (5),3647005,3647,005,2002-05-31T12:06:01.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752920303,-122.423320828",https://sfassessor.org/ (search APN 3647005)
Mission,1139 Capp St,4,2,wood frame (5),6571014,6571,014,2002-01-22T11:23:51.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.748568239,-122.41705053",https://sfassessor.org/ (search APN 6571014)
Mission,1142 York St,4,2,wood frame (5),4209007,4209,007,2022-08-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753677536,-122.408546348",https://sfassessor.org/ (search APN 4209007)
Mission,1143 Guerrero St,4,2,wood frame (5),3646013,3646,013,2001-02-02T09:16:06.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752933747,-122.422651062",https://sfassessor.org/ (search APN 3646013)
Mission,1149 Valencia St,4,3,wood frame (5),3636032,3636,032,2005-12-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754520948,-122.420530956",https://sfassessor.org/ (search APN 3636032)
Mission,115 San Jose Av,4,2,wood frame (5),3644018,3644,018,2023-08-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753088898,-122.421302738",https://sfassessor.org/ (search APN 3644018)
Mission,1156 Shotwell St,4,2,wood frame (5),6526008,6526,008,2017-12-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749765825,-122.415216024",https://sfassessor.org/ (search APN 6526008)
Mission,116 San Carlos St,4,2,wood frame (5),3589037,3589,037,2010-10-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.761352272,-122.42029184",https://sfassessor.org/ (search APN 3589037)
Mission,1160 Potrero Av,4,2,wood frame (5),4211012A,4211,012A,2024-09-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753576633,-122.406731599",https://sfassessor.org/ (search APN 4211012A)
Mission,1160 South Van Ness Av,4,2,wood frame (5),3637012,3637,012,2022-03-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754557864,-122.416825523",https://sfassessor.org/ (search APN 3637012)
Mission,1170 South Van Ness Av,4,3,wood frame (5),3637013,3637,013,2010-05-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754407249,-122.41681111",https://sfassessor.org/ (search APN 3637013)
Mission,1171 Valencia St,4,3,wood frame (5),3636029,3636,029,2015-04-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754216158,-122.420501774",https://sfassessor.org/ (search APN 3636029)
Mission,1174 Treat Av,4,3,wood frame (5),6521016,6521,016,2016-02-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751414362,-122.413179988",https://sfassessor.org/ (search APN 6521016)
Mission,1176 York St,4,3,wood frame (5),4209012,4209,012,2013-11-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75324371,-122.408504985",https://sfassessor.org/ (search APN 4209012)
Mission,1177 Shotwell St,4,2,wood frame (5),6525021,6525,021,1993-03-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749731183,-122.414605819",https://sfassessor.org/ (search APN 6525021)
Mission,1177 Valencia St,4,3,wood frame (5),3636028,3636,028,2004-11-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.754140851,-122.420494564",https://sfassessor.org/ (search APN 3636028)
Mission,118 Liberty St,4,3,wood frame (5),3607045,3607,045,2011-09-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75776148,-122.424256218",https://sfassessor.org/ (search APN 3607045)
Mission,118 San Jose Av,4,2,wood frame (5),3645003,3645,003,2025-07-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752541646,-122.421800704",https://sfassessor.org/ (search APN 3645003)
Mission,118 Shotwell St,4,2,wood frame (5),3552029A,3552,029A,2023-04-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.766510869,-122.416727593",https://sfassessor.org/ (search APN 3552029A)
Mission,1182 Treat Av,4,2,wood frame (5),6521018,6521,018,2001-02-23T10:06:26.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751277431,-122.41316702",https://sfassessor.org/ (search APN 6521018)
Mission,1193 Dolores St,4,4,wood frame (5),6511019,6511,019,1993-07-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750475535,-122.424638428",https://sfassessor.org/ (search APN 6511019)
Mission,12 Shotwell St,4,3,wood frame (5),3549050A,3549,050A,2011-07-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.768134524,-122.416864269",https://sfassessor.org/ (search APN 3549050A)
Mission,120 Clinton Pk,4,2,wood frame (5),3533039,3533,039,2007-05-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.769329593,-122.42291336",https://sfassessor.org/ (search APN 3533039)
Mission,120 Clinton Pk,4,3,wood frame (5),3533168,3533,168,2019-06-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.769329593,-122.42291336",https://sfassessor.org/ (search APN 3533168)
Mission,120 Linda St,4,2,wood frame (5),3597056,3597,056,2009-05-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.759632724,-122.422960654",https://sfassessor.org/ (search APN 3597056)
Mission,120 Linda St,4,3,wood frame (5),3597096,3597,096,2022-06-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.759632724,-122.422960654",https://sfassessor.org/ (search APN 3597096)
Mission,1201 Guerrero St,4,2,wood frame (5),6513034,6513,034,1999-03-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751831133,-122.422702445",https://sfassessor.org/ (search APN 6513034)
Mission,1203 Guerrero St,4,2,wood frame (5),6513033,6513,033,2001-07-16T16:46:20.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751756319,-122.422642609",https://sfassessor.org/ (search APN 6513033)
Mission,1206 Utah St,4,2,wood frame (5),4212001,4212,001,2026-04-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75409855,-122.405595226",https://sfassessor.org/ (search APN 4212001)
Mission,1210 Alabama St,4,4,wood frame (5),4270002,4270,002,1998-01-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752284513,-122.411059869",https://sfassessor.org/ (search APN 4270002)
Mission,1213 York St,4,3,wood frame (5),4266051,4266,051,2021-07-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752418674,-122.408009385",https://sfassessor.org/ (search APN 4266051)
Mission,1213 York St,4,3,wood frame (5),4266054,4266,054,2019-12-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752418674,-122.408009385",https://sfassessor.org/ (search APN 4266054)
Mission,1213 York St,4,3,wood frame (5),4266052,4266,052,2019-09-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752418674,-122.408009385",https://sfassessor.org/ (search APN 4266052)
Mission,1213 York St,4,3,wood frame (5),4266053,4266,053,2019-09-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752418674,-122.408009385",https://sfassessor.org/ (search APN 4266053)
Mission,1213 York St,4,3,wood frame (5),4266033,4266,033,2011-02-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752418674,-122.408009385",https://sfassessor.org/ (search APN 4266033)
Mission,1219 South Van Ness Av,4,2,wood frame (5),3641032,3641,032,2018-02-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753616368,-122.416046593",https://sfassessor.org/ (search APN 3641032)
Mission,122 Clinton Pk,4,3,wood frame (5),3533170,3533,170,2019-06-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.769328533,-122.422914702",https://sfassessor.org/ (search APN 3533170)
Mission,1225 Potrero Av,4,2,wood frame (5),4264020,4264,020,2020-06-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752595728,-122.406100628",https://sfassessor.org/ (search APN 4264020)
Mission,1225 Potrero Av,4,3,wood frame (5),4264028,4264,028,2012-09-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752595728,-122.406100628",https://sfassessor.org/ (search APN 4264028)
Mission,1227 Guerrero St,4,3,wood frame (5),6513020,6513,020,2014-05-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751489857,-122.422659711",https://sfassessor.org/ (search APN 6513020)
Mission,1227 Guerrero St,4,3,wood frame (5),6513065,6513,065,2021-08-20T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751489857,-122.422659711",https://sfassessor.org/ (search APN 6513065)
Mission,123 Guerrero St,4,2,wood frame (5),3533071,3533,071,2013-03-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.769347788,-122.424244503",https://sfassessor.org/ (search APN 3533071)
Mission,123 Liberty St,4,3,wood frame (5),3607037,3607,037,1997-01-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.757264096,-122.424382025",https://sfassessor.org/ (search APN 3607037)
Mission,123 San Jose Av,4,2,wood frame (5),3644006A,3644,006A,2017-02-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752793171,-122.421292459",https://sfassessor.org/ (search APN 3644006A)
Mission,1231 Guerrero St,4,3,wood frame (5),6513067,6513,067,2021-06-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751489857,-122.422657028",https://sfassessor.org/ (search APN 6513067)
Mission,124 Clinton Pk,4,3,wood frame (5),3533167,3533,167,2019-06-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.769330654,-122.422914703",https://sfassessor.org/ (search APN 3533167)
Mission,124 Clinton Pk,4,3,wood frame (5),3533169,3533,169,2019-06-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.769330654,-122.422914703",https://sfassessor.org/ (search APN 3533169)
Mission,1243 Potrero Av,4,2,wood frame (5),4264015A,4264,015A,1996-10-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752386645,-122.405923747",https://sfassessor.org/ (search APN 4264015A)
Mission,1243 Potrero Av,4,2,wood frame (5),4264029,4264,029,1996-10-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752386645,-122.405923747",https://sfassessor.org/ (search APN 4264029)
Mission,1244 Treat Av,4,2,wood frame (5),6524009A,6524,009A,2015-06-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750245548,-122.413068834",https://sfassessor.org/ (search APN 6524009A)
Mission,1245 Guerrero St,4,2,wood frame (5),6513017,6513,017,2010-05-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751257091,-122.422454478",https://sfassessor.org/ (search APN 6513017)
Mission,1245 Potrero Av,4,2,wood frame (5),4264030,4264,030,2003-12-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752386645,-122.405923747",https://sfassessor.org/ (search APN 4264030)
Mission,1245 Potrero Av,4,3,wood frame (5),4264032,4264,032,1993-12-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752386645,-122.405923747",https://sfassessor.org/ (search APN 4264032)
Mission,1247 Potrero Av,4,2,wood frame (5),4264015,4264,015,2003-10-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752386645,-122.405923747",https://sfassessor.org/ (search APN 4264015)
Mission,1248 Hampshire St,4,2,wood frame (5),4266008,4266,008,2014-10-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75208932,-122.407491306",https://sfassessor.org/ (search APN 4266008)
Mission,125 San Jose Av,4,2,wood frame (5),3644016,3644,016,1990-06-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752723414,-122.421307141",https://sfassessor.org/ (search APN 3644016)
Mission,1257 Dolores St,4,3,wood frame (5),6534044,6534,044,2009-06-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749218122,-122.424680022",https://sfassessor.org/ (search APN 6534044)
Mission,1257 Guerrero St,4,3,wood frame (5),6513015,6513,015,1995-03-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751106628,-122.42243707",https://sfassessor.org/ (search APN 6513015)
Mission,1259 Dolores St,4,3,wood frame (5),6534022,6534,022,2007-08-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74933726,-122.424491974",https://sfassessor.org/ (search APN 6534022)
Mission,1259 Dolores St,4,3,wood frame (5),6534046,6534,046,2026-04-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749337259,-122.424491975",https://sfassessor.org/ (search APN 6534046)
Mission,1261 Dolores St,4,3,wood frame (5),6534047,6534,047,2025-09-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74933726,-122.424491974",https://sfassessor.org/ (search APN 6534047)
Mission,1266 Guerrero St,4,3,wood frame (5),6512004,6512,004,2020-03-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750979059,-122.423140581",https://sfassessor.org/ (search APN 6512004)
Mission,1266 Hampshire St,4,2,wood frame (5),4266010,4266,010,2024-05-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75194452,-122.407477503",https://sfassessor.org/ (search APN 4266010)
Mission,1269 South Van Ness Av,4,3,wood frame (5),3641027,3641,027,2004-05-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752856248,-122.415950277",https://sfassessor.org/ (search APN 3641027)
Mission,1269 South Van Ness Av,4,2,wood frame (5),3641078,3641,078,2023-11-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752856248,-122.415950277",https://sfassessor.org/ (search APN 3641078)
Mission,127 San Jose Av,4,3,wood frame (5),3644023,3644,023,2003-01-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752654261,-122.421312086",https://sfassessor.org/ (search APN 3644023)
Mission,1272 Guerrero St,4,3,wood frame (5),6512005,6512,005,2017-09-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750910598,-122.423134024",https://sfassessor.org/ (search APN 6512005)
Mission,1277 South Van Ness Av,4,2,wood frame (5),3641025,3641,025,2009-04-20T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752679286,-122.416115038",https://sfassessor.org/ (search APN 3641025)
Mission,1290 South Van Ness Av,4,2,wood frame (5),3642012C,3642,012C,2014-09-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752541566,-122.416587911",https://sfassessor.org/ (search APN 3642012C)
Mission,1292 South Van Ness Av,4,2,wood frame (5),3642012B,3642,012B,2014-09-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752602982,-122.416538234",https://sfassessor.org/ (search APN 3642012B)
