neighborhood,address,units,stories,construction,apn,block,lot,last_permit,streetview,recorder_lookup
Inner Richmond,768 09th Av,10,2,wood frame (5),1651043,1651,043,2018-05-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.773996771,-122.466670367",https://sfassessor.org/ (search APN 1651043)
Inner Richmond,774 06th Av,10,3,wood frame (5),1648026,1648,026,2017-06-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.774279847,-122.463467832",https://sfassessor.org/ (search APN 1648026)
Inner Richmond,788 08th Av,10,4,wood frame (5),1650018,1650,018,2000-06-06T11:49:55.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.773684272,-122.465754848",https://sfassessor.org/ (search APN 1650018)
Inner Richmond,788 08th Av,10,4,wood frame (5),1650042,1650,042,2024-05-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.773684272,-122.465754848",https://sfassessor.org/ (search APN 1650042)
Inner Richmond,100 05th Av,9,4,wood frame (5),1364036,1364,036,2018-01-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.78648341,-122.463422554",https://sfassessor.org/ (search APN 1364036)
Inner Richmond,1045 Lake St,9,3,wood frame (5),1371042,1371,042,2026-07-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786181854,-122.470880892",https://sfassessor.org/ (search APN 1371042)
Inner Richmond,1309 Anza St,9,3,wood frame (5),1547001,1547,001,2024-04-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779034977,-122.462277163",https://sfassessor.org/ (search APN 1547001)
Inner Richmond,1700 Anza St,9,3,wood frame (5),1536014,1536,014,1991-09-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779233876,-122.466483194",https://sfassessor.org/ (search APN 1536014)
Inner Richmond,190 11th Av,9,3,wood frame (5),1370026,1370,026,2025-03-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784824348,-122.469747836",https://sfassessor.org/ (search APN 1370026)
Inner Richmond,205 02nd Av,9,3,wood frame (5),1431001,1431,001,2020-07-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784751829,-122.460428572",https://sfassessor.org/ (search APN 1431001)
Inner Richmond,205 08th Av,9,4,wood frame (5),1425001,1425,001,2017-09-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784500956,-122.46688828",https://sfassessor.org/ (search APN 1425001)
Inner Richmond,3 03rd Av,9,2,wood frame (5),1355056,1355,056,1993-03-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.787079641,-122.461674041",https://sfassessor.org/ (search APN 1355056)
Inner Richmond,3 03rd Av,9,2,wood frame (5),1355058,1355,058,1993-03-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.787079641,-122.461674041",https://sfassessor.org/ (search APN 1355058)
Inner Richmond,303 Arguello Bl,9,4,wood frame (5),1432001,1432,001,2024-05-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784879421,-122.459446998",https://sfassessor.org/ (search APN 1432001)
Inner Richmond,409 10th Av,9,4,wood frame (5),1534001,1534,001,2023-05-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.78051133,-122.468680493",https://sfassessor.org/ (search APN 1534001)
Inner Richmond,4336 California St,9,3,wood frame (5),1365016,1365,016,1994-09-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785312839,-122.464096124",https://sfassessor.org/ (search APN 1365016)
Inner Richmond,4505 California St,9,3,wood frame (5),1426001,1426,001,2025-10-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784624364,-122.46584433",https://sfassessor.org/ (search APN 1426001)
Inner Richmond,465 10th Av,9,3,wood frame (5),1534043,1534,043,2023-10-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779500002,-122.468797892",https://sfassessor.org/ (search APN 1534043)
Inner Richmond,473 10th Av,9,3,wood frame (5),1534044,1534,044,2022-04-28T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.77941432,-122.468791688",https://sfassessor.org/ (search APN 1534044)
Inner Richmond,570 05th Av,9,3,wood frame (5),1547033,1547,033,2017-08-28T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.777887599,-122.462653591",https://sfassessor.org/ (search APN 1547033)
Inner Richmond,590 02nd Av,9,4,wood frame (5),1544026,1544,026,2025-12-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.777586464,-122.459430161",https://sfassessor.org/ (search APN 1544026)
Inner Richmond,1 03rd Av,8,3,wood frame (5),1355057,1355,057,2025-04-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.787079641,-122.461674041",https://sfassessor.org/ (search APN 1355057)
Inner Richmond,145 Balboa St,8,4,wood frame (5),1642050,1642,050,2015-10-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.77724859,-122.460499407",https://sfassessor.org/ (search APN 1642050)
Inner Richmond,180 11th Av,8,4,wood frame (5),1370027,1370,027,1990-04-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784999871,-122.469608907",https://sfassessor.org/ (search APN 1370027)
Inner Richmond,225 11th Av,8,4,wood frame (5),1422004,1422,004,2023-01-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784071646,-122.470201398",https://sfassessor.org/ (search APN 1422004)
Inner Richmond,249 04th Av,8,3,wood frame (5),1429010,1429,010,2019-10-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783925204,-122.462673487",https://sfassessor.org/ (search APN 1429010)
Inner Richmond,255 10th Av,8,3,wood frame (5),1423014,1423,014,1992-01-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783557782,-122.469089431",https://sfassessor.org/ (search APN 1423014)
Inner Richmond,262 07th Av,8,3,wood frame (5),1427023,1427,023,2018-01-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783596643,-122.46521354",https://sfassessor.org/ (search APN 1427023)
Inner Richmond,266 08th Av,8,3,constr type 2,1426048,1426,048,2023-09-20T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.78352815,-122.466283147",https://sfassessor.org/ (search APN 1426048)
Inner Richmond,270 10th Av,8,3,wood frame (5),1424023,1424,023,1988-09-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783355377,-122.46841927",https://sfassessor.org/ (search APN 1424023)
Inner Richmond,279 11th Av,8,3,wood frame (5),1422015A,1422,015A,1991-09-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783122979,-122.470132687",https://sfassessor.org/ (search APN 1422015A)
Inner Richmond,293 04th Av,8,3,wood frame (5),1429019,1429,019,2009-11-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783238781,-122.462433966",https://sfassessor.org/ (search APN 1429019)
Inner Richmond,3030 Fulton St,8,3,wood frame (5),1649012,1649,012,2017-05-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.773853559,-122.464349182",https://sfassessor.org/ (search APN 1649012)
Inner Richmond,305 02nd Av,8,2,wood frame (5),1434001,1434,001,1990-04-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7828915,-122.460255155",https://sfassessor.org/ (search APN 1434001)
Inner Richmond,326 12th Av,8,3,wood frame (5),1443035,1443,035,1988-08-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782081097,-122.47047268",https://sfassessor.org/ (search APN 1443035)
Inner Richmond,349 02nd Av,8,3,wood frame (5),1434009,1434,009,2023-08-21T15:27:51.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.78219221,-122.460395229",https://sfassessor.org/ (search APN 1434009)
Inner Richmond,363 Arguello Bl,8,3,wood frame (5),1432012,1432,012,2017-10-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.78386588,-122.459441292",https://sfassessor.org/ (search APN 1432012)
Inner Richmond,3900 California St,8,3,wood frame (5),1361069,1361,069,2007-06-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785865004,-122.459527888",https://sfassessor.org/ (search APN 1361069)
Inner Richmond,3900 California St,8,3,constr type 1,1361064,1361,064,2011-01-28T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785865004,-122.459527888",https://sfassessor.org/ (search APN 1361064)
Inner Richmond,3900 California St,8,3,wood frame (5),1361066,1361,066,2018-02-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785865004,-122.459527888",https://sfassessor.org/ (search APN 1361066)
Inner Richmond,3900 California St,8,3,wood frame (5),1361067,1361,067,2010-07-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785865004,-122.459527888",https://sfassessor.org/ (search APN 1361067)
Inner Richmond,3900 California St,8,3,wood frame (5),1361065,1361,065,2025-02-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785865004,-122.459527888",https://sfassessor.org/ (search APN 1361065)
Inner Richmond,404 12th Av,8,2,wood frame (5),1533040,1533,040,1991-04-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780426804,-122.470546765",https://sfassessor.org/ (search APN 1533040)
Inner Richmond,4107 California St,8,3,wood frame (5),1363017,1363,017,2020-10-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785229812,-122.461645631",https://sfassessor.org/ (search APN 1363017)
Inner Richmond,4131 California St,8,3,wood frame (5),1363019,1363,019,2021-11-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785129641,-122.461893634",https://sfassessor.org/ (search APN 1363019)
Inner Richmond,421 Arguello Bl,8,4,wood frame (5),1433003,1433,003,2011-09-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782723326,-122.459360013",https://sfassessor.org/ (search APN 1433003)
Inner Richmond,454 09th Av,8,3,wood frame (5),1536028,1536,028,2017-07-20T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779889359,-122.467095017",https://sfassessor.org/ (search APN 1536028)
Inner Richmond,454 Funston Av,8,2,wood frame (5),1532026B,1532,026B,1990-09-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779596992,-122.471530561",https://sfassessor.org/ (search APN 1532026B)
Inner Richmond,457 08th Av,8,4,wood frame (5),1536009,1536,009,2020-10-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779742311,-122.466671624",https://sfassessor.org/ (search APN 1536009)
Inner Richmond,501 Lake St,8,4,wood frame (5),1366048,1366,048,2025-12-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786506269,-122.465019119",https://sfassessor.org/ (search APN 1366048)
Inner Richmond,595 Arguello Bl,8,2,wood frame (5),1543017,1543,017,2025-01-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779573452,-122.458947993",https://sfassessor.org/ (search APN 1543017)
Inner Richmond,630 07th Av,8,3,wood frame (5),1638024,1638,024,2025-06-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.776587298,-122.464707026",https://sfassessor.org/ (search APN 1638024)
Inner Richmond,645 Clement St,8,1,wood frame (5),1439039,1439,039,1983-05-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782616575,-122.466234301",https://sfassessor.org/ (search APN 1439039)
Inner Richmond,646 08th Av,8,4,wood frame (5),1637026,1637,026,2024-10-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.776251521,-122.465763145",https://sfassessor.org/ (search APN 1637026)
Inner Richmond,696 05th Av,8,0,,1640027,1640,027,1993-08-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.775574638,-122.462529217",https://sfassessor.org/ (search APN 1640027)
Inner Richmond,7 03rd Av,8,2,wood frame (5),1355060,1355,060,2005-11-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.787079641,-122.461674041",https://sfassessor.org/ (search APN 1355060)
Inner Richmond,7 03rd Av,8,4,wood frame (5),1355061,1355,061,2023-04-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.787079641,-122.461674041",https://sfassessor.org/ (search APN 1355061)
Inner Richmond,7 03rd Av,8,3,wood frame (5),1355063,1355,063,2023-04-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.787079641,-122.461674041",https://sfassessor.org/ (search APN 1355063)
Inner Richmond,716 02nd Av,8,3,wood frame (5),1644030,1644,030,2016-09-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.775227503,-122.459268314",https://sfassessor.org/ (search APN 1644030)
Inner Richmond,760 06th Av,8,3,wood frame (5),1648028,1648,028,2017-09-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.774416939,-122.463477749",https://sfassessor.org/ (search APN 1648028)
Inner Richmond,765 Arguello Bl,8,4,wood frame (5),1643017,1643,017,2015-12-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.77621008,-122.4588897",https://sfassessor.org/ (search APN 1643017)
Inner Richmond,817 Clement St,8,2,wood frame (5),1441033,1441,033,2026-02-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782532868,-122.468064673",https://sfassessor.org/ (search APN 1441033)
Inner Richmond,827 Clement St,8,2,wood frame (5),1441032,1441,032,2026-01-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782528696,-122.468155355",https://sfassessor.org/ (search APN 1441032)
Inner Richmond,105 12th Av,7,3,wood frame (5),1372053,1372,053,1990-03-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786170761,-122.471237189",https://sfassessor.org/ (search APN 1372053)
Inner Richmond,105 12th Av,7,3,wood frame (5),1372056,1372,056,1990-03-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786170761,-122.471237189",https://sfassessor.org/ (search APN 1372056)
Inner Richmond,170 06th Av,7,4,wood frame (5),1365022,1365,022,1985-10-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785515955,-122.464278261",https://sfassessor.org/ (search APN 1365022)
Inner Richmond,285 04th Av,7,4,wood frame (5),1429018,1429,018,2019-11-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783372044,-122.462525898",https://sfassessor.org/ (search APN 1429018)
Inner Richmond,294 09th Av,7,3,wood frame (5),1425027,1425,027,2011-08-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783064477,-122.467509442",https://sfassessor.org/ (search APN 1425027)
Inner Richmond,410 Cabrillo St,7,2,wood frame (5),1639023,1639,023,1991-08-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.775547776,-122.463099724",https://sfassessor.org/ (search APN 1639023)
Inner Richmond,4322 California St,7,3,wood frame (5),1365015,1365,015,2015-10-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785343794,-122.46396897",https://sfassessor.org/ (search APN 1365015)
Inner Richmond,5020 California St,7,4,wood frame (5),1372021,1372,021,2025-04-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784749111,-122.471454505",https://sfassessor.org/ (search APN 1372021)
Inner Richmond,777 06th Av,7,3,wood frame (5),1649011A,1649,011A,2020-08-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.774182391,-122.464118209",https://sfassessor.org/ (search APN 1649011A)
Inner Richmond,81 07th Av,7,3,wood frame (5),1351015,1351,015,1987-02-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786963344,-122.466087282",https://sfassessor.org/ (search APN 1351015)
Inner Richmond,10 10th Av,6,4,wood frame (5),1349006,1349,006,2025-11-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786698511,-122.468799691",https://sfassessor.org/ (search APN 1349006)
Inner Richmond,10 Funston Av,6,3,wood frame (5),1346007,1346,007,2025-09-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786552854,-122.472010402",https://sfassessor.org/ (search APN 1346007)
Inner Richmond,100 02nd Av,6,3,wood frame (5),1361038,1361,038,2017-02-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786625629,-122.460213667",https://sfassessor.org/ (search APN 1361038)
Inner Richmond,103 12th Av,6,3,wood frame (5),1372055,1372,055,2018-08-28T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786170761,-122.471237189",https://sfassessor.org/ (search APN 1372055)
Inner Richmond,1030 Lake St,6,4,wood frame (5),1347005,1347,005,2026-01-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786614247,-122.470657369",https://sfassessor.org/ (search APN 1347005)
Inner Richmond,1045 Cabrillo St,6,4,wood frame (5),1654044,1654,044,2019-09-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.774841997,-122.470012328",https://sfassessor.org/ (search APN 1654044)
